what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.springframework.ide.eclipse.beans.core.autowire,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.core.autowire",1362366734185
stopped,bundle,org.springframework.ide.eclipse.beans.mylyn,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.mylyn",1362366734185
stopped,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1362366734185
stopped,bundle,org.springframework.ide.eclipse.integration,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.integration",1362366734185
stopped,bundle,org.springframework.ide.eclipse.mylyn,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.mylyn",1362366734185
stopped,bundle,org.springframework.ide.eclipse.osgi,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.osgi",1362366734185
stopped,bundle,org.springframework.ide.eclipse.webflow.mylyn,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.webflow.mylyn",1362366734185
stopped,bundle,org.springframework.ide.eclipse.webflow.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1362366734185
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.graph,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.webflow.ui.graph",1362366734185
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.editor,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1362366734185
stopped,bundle,org.springframework.ide.eclipse.webflow.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.webflow.core",1362366734186
stopped,bundle,org.springframework.ide.eclipse.beans.ui.editor,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1362366734186
stopped,bundle,org.springframework.ide.eclipse.beans.ui.graph,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.ui.graph",1362366734186
